College,Degree,GradYear,AssignedGiftOfficer,Spouse,Email,PhoneNumber,NoAddress,FL,NJ,NY,US,Canada,Israel,International,EmployerName,JobTitle,DoNotEmail,DoNotMail,DoNotPhone,NoInvitations,NoSolicitations,NoPublications,TotalGiving,FY21,FY20,FY19,FY18,FY17
College for Women,Bachelor of Arts,2000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2000,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2000,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,500,0,860,0,360
College for Women,Bachelor of Arts,2001,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,180,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,746,0,0,0,400,200
College for Women,Bachelor of Arts,2001,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,4144,0,0,0,76,0
College for Women,Bachelor of Arts,2001,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,7340,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
College for Women,Bachelor of Arts,2001,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,20,0
College for Men,Bachelor of Arts,2001,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,180,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,673,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1118,0,0,0,0,100
College for Men,Bachelor of Arts,2001,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,678,180,0,0,0,0
College for Men,Bachelor of Arts,2001,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2700,0,0,0,0,0
College for Women,Bachelor of Arts,2001,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,35,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,476,86,68,50,104,68
College for Women,Bachelor of Arts,2001,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1536,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seminary,Bachelor of Arts,2001,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seminary,Bachelor of Arts,2001,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,190,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seminary,Bachelor of Arts,2001,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,135,50,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,168,0,51,0,0,20
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,458,0,0,0,0,250
Seminary,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2234,0,0,0,500,500
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,25,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,75,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2850,1800,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,162,0,0,0,0,0
Seminary,Bachelor of Arts,2001,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,3161,0,0,180,0,100
College for Men,Bachelor of Arts,2001,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,116,0,0,0,0,36
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,755,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2481,500,250,250,500,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1075,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,18,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0
Seminary,Bachelor of Arts,2001,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,46,0,0,0,0,36
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,36,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,18
College for Men,Bachelor of Arts,2001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1055,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,36,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,719,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,61,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,216,0,18,0,0,20
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,416,0,0,50,180,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1092,0,0,0,0,180
College for Women,Bachelor of Arts,2001,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1572,0,0,0,1000,0
College for Women,Bachelor of Arts,2001,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1852,0,0,960,72,18
College for Women,Bachelor of Arts,2001,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1121,0,0,0,0,0
College for Men,Bachelor of Arts,2001,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2735,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2710,500,1000,600,360,100
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,18,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,22,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,460,0,0,100,180,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,185,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,7549,2500,2500,36,0,0
College for Men,Bachelor of Arts,2001,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,448,0,0,0,0,100
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,20,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,154,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,573,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,154,0,0,0,136,18
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Seminary,Bachelor of Arts,2001,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
Seminary,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,50
College for Men,Bachelor of Arts,2001,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,75,0,0,0,0,0
College for Men,Bachelor of Arts,2001,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,90,0,0,0,36,0
College for Men,Bachelor of Arts,2001,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,180,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,36
College for Men,Bachelor of Arts,2001,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,188
College for Women,Bachelor of Arts,2001,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,466,0,100,0,0,36
College for Men,Bachelor of Arts,2001,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1007,0,0,0,250,36
College for Men,Bachelor of Arts,2001,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1358,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1536,0,500,0,0,500
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3266,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5922,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2001,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
