College,Degree,GradYear,AssignedGiftOfficer,Spouse,Email,PhoneNumber,NoAddress,FL,NJ,NY,US,Canada,Israel,International,EmployerName,JobTitle,DoNotEmail,DoNotMail,DoNotPhone,NoInvitations,NoSolicitations,NoPublications,TotalGiving,FY21,FY20,FY19,FY18,FY17
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,110,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
College for Men,Bachelor of Arts,1983,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,104,0,54,0,50,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,222,0,0,0,100,0
Seminary,Bachelor of Arts,1983,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,251,0,0,250,1,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,342,0,0,36,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,628,0,36,72,18,150
College for Men,Bachelor of Arts,1983,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1277,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1318,0,0,0,1000,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1460,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2545,0,500,700,500,300
College for Men,Bachelor of Arts,1983,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,10530,0,0,5000,0,1750
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11950,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12191,2400,2580,3930,1437,290
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,150,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,36,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,60619,0,0,0,450,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,541,0,0,0,20,0
College for Women,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,28744,0,0,360,12190,5100
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1223,0,0,0,0,100
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,2300,0,0,0,100,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2650,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,32660,0,0,0,0,360
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,35,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,7100,0,0,0,1000,5000
College for Men,Bachelor of Arts,1983,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4960,360,0,0,1000,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,64438,0,0,300,700,575
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,26,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,27225,0,0,0,0,0
College for Women,Bachelor of Arts,1983,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,3671,360,0,1100,750,460
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2019,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,17662,3050,660,0,230,1800
College for Men,Bachelor of Arts,1983,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1116,0,0,18,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
College for Men,Bachelor of Arts,1983,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
College for Men,Bachelor of Arts,1983,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
College for Men,Bachelor of Arts,1983,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,18,18
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0
College for Women,Bachelor of Arts,1983,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,74,0,0,0,0,36
College for Women,Bachelor of Arts,1983,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,100
College for Men,Bachelor of Arts,1983,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,126,0,0,0,0,0
College for Women,Bachelor of Arts,1983,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,150,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,250,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,300,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,472,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,500,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1200,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,1250
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1255,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1306,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0
College for Men,Bachelor of Arts,1983,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1869,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12358,0,1000,536,5000,2600
Seminary,Bachelor of Arts,1983,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,19000,0,18000,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,50741,0,0,5360,6360,6100
College for Women,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seminary,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seminary,Bachelor of Arts,1983,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seminary,Bachelor of Arts,1983,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4386,2360,510,180,380,230
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5326,2360,510,180,1270,280
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6398,2360,480,1100,280,1210
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5740,2380,2240,1050,70,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7332,2400,480,380,236,330
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7332,2400,480,380,236,330
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24733,2400,1800,1200,1200,1300
College for Men,Bachelor of Arts,1983,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,85450,2400,1200,12100,13200,13200
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,7294,2455,83,50,36,54
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3651,2500,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0
Seminary,Bachelor of Arts,1983,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,111,0,0,0,0,0
College for Men,Bachelor of Arts,1983,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12326,0,360,0,360,1250
College for Men,Bachelor of Arts,1983,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,65
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1230,88,104,60,88,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1290,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,96,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,51507,50000,0,0,55,300
College for Men,Bachelor of Arts,1983,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,108,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,576,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,240,0,50,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,18,0,0,0,0,0
Seminary,Bachelor of Arts,1983,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,20,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,18
College for Women,Bachelor of Arts,1983,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,108,0
College for Women,Bachelor of Arts,1983,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,209,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Seminary,Bachelor of Arts,1983,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1983,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seminary,Bachelor of Arts,1983,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,1983,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
