College,Degree,50s,60s,70s,80s,90s,2000s,2010s,2020s,AssignedGiftOfficer,Spouse,Email,Phone Number,NoAddress,FL,NJ,NY,US,Canada,Israel,International,EmployerName,JobTitle,DoNotEmail,DoNotMail,DoNotPhone,NoInvitations,NoSolicitations,NoPublications,LifetimeGiving,FY21,FY20,FY19,FY18,FY17,FY16,FY15,FY14,FY13,FY12,FY11,FY10,FY09,FY08,FY07,FY06,FY05,FY04,FY03,FY02
College for Women,Bachelor of Arts,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,125,160,0
College for Women,Bachelor of Arts,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,180,50,0,50,100,218,100,100,0,100,0,0,0,0,0,0,0,0,0,118
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1505,162,154,197,0,0,0,0,0,0,0,0,50,0,0,0,136,0,36,0,18
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1505,180,100,100,100,100,100,136,75,75,75,75,85,75,75,28,0,36,0,0,0
Business,Bachelor of Science,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1505,180,100,100,100,100,100,136,75,75,75,75,85,75,75,28,0,36,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1505,0,0,0,0,0,0,0,0,1000,180,0,0,150,75,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1504,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,100
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1504,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,100
College for Women,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1504,0,0,0,0,0,0,0,180,75,0,275,180,175,275,50,50,36,180,18,0
Business,Bachelor of Science,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1504,0,0,0,0,0,0,0,180,75,0,275,180,175,275,50,50,36,180,18,0
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1504,147,36,36,40,0,144,288,20,72,146,0,0,0,100,100,0,0,100,0,25
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1502,86,25,50,122,72,118,75,18,86,68,36,72,36,36,136,50,18,72,18,18
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1502,386,152,100,102,0,172,36,0,100,0,52,88,36,100,0,52,18,0,72,0
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1501,100,36,0,90,36,144,75,180,72,72,36,36,54,36,50,54,108,92,36,50
College for Men,Bachelor of Arts,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1501,0,1000,180,0,180,0,75,36,0,0,30,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1501,0,1000,180,0,180,0,75,36,0,0,30,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,250,250,250,250,136,136,54,18,0,0,100,0,36,0,0,20
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,250,250,250,250,136,136,54,18,0,0,100,0,36,0,0,20
Seminary,Bachelor of Arts,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,250,250,0
Business,Bachelor of Science,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1500,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,250,100,0,0
College for Men,Bachelor of Arts,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,1000,500,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,500,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0
Seminary,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Science,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1499,0,0,0,100,536,118,100,18,18,0,118,18,0,118,18,0,0,0,0,0
Seminary,Bachelor of Arts,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1498,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1498,0,0,0,0,500,0,0,0,0,280,700,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1497,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,250,0,0,0,0
College for Men,Bachelor of Arts,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1494,0,200,500,0,0,0,0,36,36,0,54,36,108,290,0,108,36,0,0,18
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1492,100,54,1118,0,180,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492,100,54,1118,0,180,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1492,360,100,100,0,25,36,0,0,0,25,0,0,75,75,0,0,0,230,100,100
Business,Bachelor of Science,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1492,360,100,100,0,25,36,0,0,0,25,0,0,75,75,0,0,0,230,100,100
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1492,0,0,18,0,0,450,100,100,100,100,0,0,0,0,120,154,350,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1490,0,0,25,0,0,0,0,50,18,10,0,380,0,0,0,18,28,25,25,10
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1489,0,0,180,0,0,0,305,0,180,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1489,0,0,180,0,0,0,305,0,180,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,30,50
College for Men,Bachelor of Science,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1488,0,0,0,1000,180,0,100,100,0,0,36,36,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1488,0,0,500,180,100,0,0,125,0,500,0,0,83,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1488,0,0,500,180,100,0,0,125,0,500,0,0,83,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1487,200,0,36,360,100,100,0,0,180,75,50,0,0,0,100,0,250,36,0,0
College for Women,Bachelor of Arts,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1485,1000,360,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1485,1000,360,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1484,0,0,0,0,0,0,0,0,0,0,36,0,0,0,200,72,266,0,18,100
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1482,360,25,75,120,32,144,20,175,93,75,93,139,75,46,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1482,0,0,0,0,0,150,0,100,100,350,0,0,0,0,145,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1478,179,136,36,0,0,86,0,0,36,18,18,126,25,54,0,0,18,36,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1478,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,26,54,0,0,0
Business,Bachelor of Science,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1478,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,26,54,0,0,0
College for Women,Bachelor of Arts,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1477,0,0,0,0,100,0,200,40,147,54,136,0,100,100,50,200,50,50,50,0
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1475,0,25,25,0,0,100,0,0,100,125,100,0,100,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1472,180,500,0,0,0,0,0,0,0,0,0,0,0,360,360,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1471,0,0,0,0,136,0,0,0,0,108,0,0,0,0,0,0,0,0,100,100
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1471,1000,198,0,0,165,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,1000,198,0,0,165,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1470,0,0,0,0,0,0,0,190,0,500,0,0,180,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1469,0,180,0,0,0,0,0,0,0,0,75,0,75,75,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1468,460,100,50,50,350,150,118,54,0,100,36,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1468,460,100,50,50,350,150,118,54,0,100,36,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1467,108,272,882,180,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1466,636,300,180,200,75,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1466,0,0,0,0,150,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1466,0,0,0,0,150,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1465,180,281,255,101,101,101,153,52,52,153,0,36,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1464,0,0,0,0,0,500,18,0,0,18,0,18,18,68,72,0,108,18,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1464,0,0,0,0,0,500,18,0,0,18,0,18,18,68,72,0,108,18,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1464,200,200,0,100,100,100,0,0,50,0,0,0,0,180,32,0,0,0,0,0
Business,Bachelor of Science,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1462,0,0,0,0,0,100,0,560,200,0,36,217,324,0,25,0,0,0,0,0
Seminary,Bachelor of Arts,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1462,0,0,0,0,0,100,0,560,200,0,36,217,324,0,25,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461,50,50,0,0,0,0,50,50,0,0,50,50,150,50,0,150,50,50,50,50
College for Men,Bachelor of Arts,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1461,0,0,0,0,0,100,54,540,450,205,40,0,0,72,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1460,50,0,0,0,0,0,0,0,0,0,0,0,0,90,36,36,54,36,70,100
College for Women,Bachelor of Arts,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1460,50,0,0,0,0,0,0,0,0,0,0,0,0,90,36,36,54,36,70,100
Business,Bachelor of Science,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1460,0,120,0,0,0,0,0,0,370,0,0,0,0,0,72,36,36,180,145,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1460,360,360,360,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1460,720,610,0,0,0,33,36,36,0,25,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1460,360,500,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1460,0,0,0,0,0,0,0,0,152,609,598,100,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1460,0,0,0,0,0,0,0,0,152,609,598,100,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1458,186,0,0,120,216,180,72,0,100,100,0,0,150,0,0,0,0,250,25,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1458,186,0,0,120,216,180,72,0,100,100,0,0,150,0,0,0,0,250,25,0
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1456,0,18,0,378,100,330,150,180,200,0,0,100,0,0,0,0,0,0,0,0
Seminary,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1455,0,0,0,0,180,0,250,250,225,325,225,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1454,26,100,0,50,100,0,180,180,0,0,200,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1454,0,0,18,0,600,0,250,0,300,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1453,154,136,36,0,0,86,0,0,36,18,18,126,25,54,0,0,18,36,0,0
Seminary,Bachelor of Arts,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,72,0,72
Science,Bachelor of Science,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,72,0,72
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1452,0,0,0,0,360,0,0,0,100,100,180,90,54,0,0,54,50,36,36,54
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1452,0,0,0,0,360,0,0,0,100,100,180,90,54,0,0,54,50,36,36,54
Seminary,Bachelor of Arts,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1452,0,0,0,0,0,0,0,0,75,0,180,180,36,36,0,25,64,26,0,26
College for Women,Bachelor of Arts,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1451,0,0,0,0,0,0,0,0,225,198,0,18,18,400,0,250,18,18,0,18
College for Women,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1451,0,0,0,0,0,0,0,0,225,198,0,18,18,400,0,250,18,18,0,18
Business,Bachelor of Science,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1450,0,0,1000,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,18,0
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1450,0,500,200,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1445,0,0,0,100,0,0,0,95,0,100,0,0,100,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0
Seminary,Bachelor of Arts,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1443,0,250,200,300,120,120,0,0,0,118,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1443,680,360,0,0,360,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,680,360,0,0,360,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1442,100,0,0,0,0,0,180,180,180,180,118,100,0,0,100,150,100,0,0,18
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,100,0
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1441,680,190,250,186,36,0,38,25,36,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,680,190,250,186,36,0,38,25,36,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1440,0,0,0,0,10,18,36,18,18,43,25,18,50,25,25,50,0,25,25,25
Business,Bachelor of Science,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1440,0,100,50,36,230,0,50,190,0,0,0,0,0,0,0,0,0,0,100,0
Seminary,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1438,0,0,0,0,0,0,0,180,500,0,180,175,111,75,145,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1437,0,360,0,0,0,0,0,0,0,0,0,0,0,180,0,111,50,72,72,20
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1437,0,360,0,0,0,0,0,0,0,0,0,0,0,180,0,111,50,72,72,20
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0
